kingdom,scientificName,class,order,family,genus,species,phylum,domain
,Pseudonocardia sp. HH130629-09,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Pseudonocardia (7),pseh,,
,Pseudonocardia sp. EC080610-09,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Pseudonocardia (7),pseq,,
,Pseudonocardia sp EC080619-01,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Pseudonocardia (7),pecq,,
,Pseudonocardia sp. HH130630-07,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Pseudonocardia (7),phh,,
,Actinosynnema mirum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinosynnema (1),ami,,
,Saccharothrix espanaensis,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Saccharothrix (1),sesp,,
,Kutzneria albida,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Kutzneria (1),kal,,
,Kibdelosporangium phytohabitans,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Kibdelosporangium (1),kphy,,
,Lentzea guizhouensis,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Lentzea (1),led,,
,Actinoalloteichus hymeniacidonis,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinoalloteichus (3),ahm,,
,Actinoalloteichus sp. GBA129-24,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinoalloteichus (3),acti,,
,Actinoalloteichus sp. ADI127-7,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinoalloteichus (3),acad,,
,Alloactinosynnema sp. L-07,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Alloactinosynnema (1),all,,
,Salinispora tropica,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Salinispora (2),stp,,
,Salinispora arenicola,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Salinispora (2),saq,,
,Micromonospora aurantiaca,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Micromonospora (2),mau,,
,Micromonospora sp. L5,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Micromonospora (2),mil,,
,Verrucosispora maris,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Verrucosispora (1),vma,,
,Actinoplanes missouriensis,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinoplanes (4),ams,,
,Actinoplanes sp. SE50/110,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinoplanes (4),ase,,
,Actinoplanes sp. N902-109,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinoplanes (4),actn,,
,Actinoplanes friuliensis,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinoplanes (4),afs,,
,Catenulispora acidiphila,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Catenulispora (1),cai,,
,Stackebrandtia nassauensis,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Stackebrandtia (1),sna,,
,Arcanobacterium haemolyticum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Arcanobacterium (1),ahe,,
,Mobiluncus curtisii,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Mobiluncus (1),mcu,,
,Trueperella pyogenes TP6375,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Trueperella (2),tpy,,
,Trueperella pyogenes TP8,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Trueperella (2),tpyo,,
,Actinotignum schaalii,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinotignum (1),asg,,
,Actinomyces meyeri,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinomyces (5),amy,,
,Actinomyces sp. oral taxon 414,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinomyces (5),acq,,
,Actinomyces oris,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinomyces (5),aos,,
,Actinomyces radicidentis,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinomyces (5),ard,,
,Actinomyces sp. VUL4_3,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Actinomyces (5),avu,,
,Bifidobacterium longum NCC2705,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blo,,
,Bifidobacterium longum DJO10A,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blj,,
,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bln,,
,Bifidobacterium longum subsp. infantis ATCC 15697 (Tokyo),Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blon,,
,Bifidobacterium longum subsp. infantis 157F,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blf,,
,Bifidobacterium longum subsp. longum JDM301,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bll,,
,Bifidobacterium longum subsp. longum BBMN68,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blb,,
,Bifidobacterium longum subsp. longum JCM 1217,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blm,,
,Bifidobacterium longum subsp. longum KACC 91563,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blk,,
,Bifidobacterium longum subsp. longum F8,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blg,,
,Bifidobacterium longum subsp. longum GT15,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blz,,
,Bifidobacterium longum BXY01,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blx,,
,Bifidobacterium adolescentis ATCC 15703,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bad,,
,Bifidobacterium adolescentis 22L,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),badl,,
,Bifidobacterium adolescentis BBMN23,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bado,,
,Bifidobacterium animalis subsp. lactis AD011,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bla,,
,Bifidobacterium animalis subsp. lactis Bl-04,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blc,,
,Bifidobacterium animalis subsp. lactis DSM 10140,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blt,,
,Bifidobacterium animalis subsp. lactis BB-12,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbb,,
,Bifidobacterium animalis subsp. lactis BLC1,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbc,,
,Bifidobacterium animalis subsp. lactis CNCM I-2494,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bnm,,
,Bifidobacterium animalis subsp. lactis V9,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blv,,
,Bifidobacterium animalis subsp. lactis B420,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),blw,,
,Bifidobacterium animalis subsp. lactis Bi-07,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bls,,
,Bifidobacterium animalis subsp. lactis Bl12,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bani,,
,Bifidobacterium animalis subsp. lactis ATCC 27673,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),banl,,
,Bifidobacterium animalis subsp. animalis ATCC 25527,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bni,,
,Bifidobacterium animalis RH,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),banm,,
,Bifidobacterium dentium Bd1,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bde,,
,Bifidobacterium dentium JCM 1195 = DSM 20436,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bdn,,
,Bifidobacterium bifidum S17,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbi,,
,Bifidobacterium bifidum PRL2010,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbp,,
,Bifidobacterium bifidum BGN4,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbf,,
,Bifidobacterium breve ACS-071-V-Sch8b,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbv,,
,Bifidobacterium breve UCC2003,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbru,,
,Bifidobacterium breve 12L,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbre,,
,Bifidobacterium breve 689b,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbrv,,
,Bifidobacterium breve JCM 7017,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbrj,,
,Bifidobacterium breve JCM 7019,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbrc,,
,Bifidobacterium breve NCFB 2258,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbrn,,
,Bifidobacterium breve S27,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbrs,,
,Bifidobacterium breve DSM 20213 = JCM 1192,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bbrd,,
,Bifidobacterium asteroides,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bast,,
,Bifidobacterium thermophilum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),btp,,
,Bifidobacterium coryneforme,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bcor,,
,Bifidobacterium kashiwanohense PV20-2,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bka,,
,Bifidobacterium kashiwanohense JCM 15439 = DSM 21854,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bks,,
,Bifidobacterium pseudolongum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bpsp,,
,Bifidobacterium indicum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bii,,
,Bifidobacterium angulatum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bang,,
,Bifidobacterium catenulatum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bcat,,
,Bifidobacterium pseudocatenulatum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bpsc,,
,Bifidobacterium scardovii,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bsca,,
,Bifidobacterium actinocoloniiforme,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Bifidobacterium (54),bact,,
,Gardnerella vaginalis 409-05,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Gardnerella (3),gva,,
,Gardnerella vaginalis ATCC 14019,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Gardnerella (3),gvg,,
,Gardnerella vaginalis HMP9231,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Gardnerella (3),gvh,,
,Scardovia inopinata,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Scardovia (1),sij,,
,Parascardovia denticolens,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Parascardovia (1),pdo,,
,Thermobispora bispora,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Thermobispora (1),tbi,,
,Rubrobacter xylanophilus,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Rubrobacter (2),rxy,,
,Rubrobacter radiotolerans,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Rubrobacter (2),rrd,,
,Conexibacter woesei,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Conexibacter (1),cwo,,
,Acidimicrobium ferrooxidans,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Acidimicrobium (1),afo,,
,Ilumatobacter coccineus,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Ilumatobacter (1),aym,,
,Cryptobacterium curtum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Cryptobacterium (1),ccu,,
,Slackia heliotrinireducens,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Slackia (1),shi,,
,Eggerthella lenta,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Eggerthella (2),ele,,
,Eggerthella sp. YY7918,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Eggerthella (2),eyy,,
,Gordonibacter pamelaeae,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Gordonibacter (1),gpa,,
,Adlercreutzia equolifaciens,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Adlercreutzia (1),aeq,,
,Denitrobacterium detoxificans,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Denitrobacterium (1),ddt,,
,Atopobium parvulum,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Atopobium (1),apv,,
,Olsenella uli,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Olsenella (2),ols,,
,Olsenella sp. oral taxon 807,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Olsenella (2),olo,,
,Coriobacterium glomerans,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Coriobacterium (1),cgo,,
,Coriobacteriaceae bacterium 68-1-3,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Unclassified Coriobacteriaceae (1),cbac,,
,Actinobacteria bacterium IMCC26256,Prokaryotes (4421),Bacteria (4172),Actinobacteria (505),Unclassified Actinobacteria (1),abai,,
,Synechocystis sp. PCC 6803,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechocystis (7),syn,,
,Synechocystis sp. PCC 6803,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechocystis (7),syz,,
,Synechocystis sp. PCC 6803 GT-S,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechocystis (7),syy,,
,Synechocystis sp. PCC 6803 GT-I,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechocystis (7),syt,,
,Synechocystis sp. PCC 6803 PCC-N,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechocystis (7),sys,,
,Synechocystis sp. PCC 6803 PCC-P,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechocystis (7),syq,,
,Synechocystis sp. PCC 6714,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechocystis (7),syj,,
,Synechococcus sp. WH8102,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syw,,
,Synechococcus elongatus PCC6301,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syc,,
,Synechococcus elongatus PCC7942,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syf,,
,Synechococcus sp. CC9605,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syd,,
,Synechococcus sp. CC9902,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),sye,,
,Synechococcus sp. CC9311,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syg,,
,Synechococcus sp. RCC307,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syr,,
,Synechococcus sp. WH7803,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syx,,
,Synechococcus sp. PCC7002,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syp,,
,Synechococcus sp. JA-3-3Ab,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),cya,,
,Synechococcus sp. JA-2-3B'a(2-13),Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),cyb,,
,Synechococcus sp. PCC 6312,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syne,,
,Synechococcus sp. PCC 7502,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),synp,,
,Synechococcus sp. KORDI-100,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),synk,,
,Synechococcus sp. KORDI-49,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),synr,,
,Synechococcus sp. KORDI-52,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),synd,,
,Synechococcus sp. UTEX 2973,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syu,,
,Synechococcus sp. WH 8109,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Synechococcus (18),syh,,
,Thermosynechococcus elongatus,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Thermosynechococcus (2),tel,,
,Thermosynechococcus sp. NK55,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Thermosynechococcus (2),thn,,
,Cyanobium gracile,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanobium (1),cgc,,
,Dactylococcopsis salina,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Dactylococcopsis (1),dsl,,
,Chamaesiphon minutus,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Chamaesiphon (1),cmp,,
,Leptolyngbya sp. PCC 7376,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Leptolyngbya (3),lep,,
,Leptolyngbya sp. NIES-3755,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Leptolyngbya (3),len,,
,Leptolyngbya sp. O-77,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Leptolyngbya (3),let,,
,Pseudanabaena sp. PCC 7367,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Pseudanabaena (1),pseu,,
,Prochlorococcus marinus SS120,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pma,,
,Prochlorococcus marinus MED4,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmm,,
,Prochlorococcus marinus MIT 9313,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmt,,
,Prochlorococcus marinus NATL2A,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmn,,
,Prochlorococcus marinus MIT 9312,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmi,,
,Prochlorococcus marinus AS9601,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmb,,
,Prochlorococcus marinus MIT 9515,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmc,,
,Prochlorococcus marinus MIT 9303,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmf,,
,Prochlorococcus marinus MIT 9301,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmg,,
,Prochlorococcus marinus MIT 9215,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmh,,
,Prochlorococcus marinus MIT 9211,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pmj,,
,Prochlorococcus marinus NATL1A,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),pme,,
,Prochlorococcus sp. MIT 0604,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),prc,,
,Prochlorococcus sp. MIT 0801,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Prochlorococcus (14),prm,,
,Acaryochloris marina,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Acaryochloris (1),amr,,
,Microcystis aeruginosa,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Microcystis (2),mar,,
,Microcystis panniformis,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Microcystis (2),mpk,,
,Cyanobacterium aponinum,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanobacterium (2),can,,
,Cyanobacterium stanieri,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanobacterium (2),csn,,
,Halothece sp. PCC 7418,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Halothece (1),hao,,
,Candidatus Atelocyanobacterium thalassa,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Atelocyanobacterium (1),cyu,,
,Gloeocapsa sp. PCC 7428,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Gloeocapsa (1),glp,,
,Geminocystis sp. NIES-3709,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Geminocystis (2),gen,,
,Geminocystis sp. NIES-3708,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Geminocystis (2),gee,,
,Cyanothece sp. ATCC 51142,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanothece (6),cyt,,
,Cyanothece sp. PCC 8801,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanothece (6),cyp,,
,Cyanothece sp. PCC 7424,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanothece (6),cyc,,
,Cyanothece sp. PCC 7425,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanothece (6),cyn,,
,Cyanothece sp. PCC 8802,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanothece (6),cyh,,
,Cyanothece sp. PCC 7822,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Cyanothece (6),cyj,,
,Trichodesmium erythraeum,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Trichodesmium (1),ter,,
,Microcoleus sp. PCC 7113,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Microcoleus (1),mic,,
,Arthrospira platensis,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Arthrospira (1),arp,,
,Geitlerinema sp. PCC 7407,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Geitlerinema (1),gei,,
,Oscillatoria acuminata,Prokaryotes (4421),Bacteria (4172),Cyanobacteria (94),Oscillatoria (2),oac,,
