#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
GCA_000340785.1,PRJNA80481,SAMN02603388,na,na,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803,na,latest,Complete Genome,Major,Full,2013-02-19,ASM34078v1,"Institute of Biology 3, Faculty of Biology, Albert-Ludwigs-University Freiburg",GCF_000340785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/785/GCA_000340785.1_ASM34078v1,na,na,na,haploid,bacteria,3949306,3949306,47.500000,8,8,8,"Institute of Biology 3, Faculty of Biology, Albert-Ludwigs-University Freiburg","Annotation submitted by Institute of Biology 3, Faculty of Biology, Albert-Ludwigs-University Freiburg",2014-01-31,3610,3561,49,23069868
GCA_001318385.1,PRJNA296927,SAMN04111259,na,na,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803 substr. GT-G,na,latest,Complete Genome,Major,Full,2015-10-16,ASM131838v1,South China University of Technology,GCF_001318385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/318/385/GCA_001318385.1_ASM131838v1,na,na,na,haploid,bacteria,3569196,3569196,47.500000,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2015-09-28,3299,3233,48,26473841
GCA_011392055.1,PRJNA602230,SAMN13886994,JAABOT000000000.1,na,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803,na,latest,Scaffold,Major,Full,2020-03-17,ASM1139205v1,Helmholtz Centre for Environmental Research - UFZ,GCF_011392055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/392/055/GCA_011392055.1_ASM1139205v1,na,na,na,haploid,bacteria,3915690,3915395,47.500000,0,108,111,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020-01-21,3743,3604,49,na
GCA_018845095.1,PRJNA715740,SAMN18375591,na,na,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803,na,latest,Complete Genome,Major,Full,2021-06-11,ASM1884509v1,Technical University of Munich,GCF_018845095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/845/095/GCA_018845095.1_ASM1884509v1,na,na,na,haploid,bacteria,3947544,3947544,47.500000,7,7,7,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2021-04-13,3690,3556,51,33941908
GCA_022869765.1,PRJNA821690,SAMN27121261,na,na,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803 substr. GT-T,na,latest,Complete Genome,Major,Full,2022-04-11,ASM2286976v1,University of Turku,GCF_022869765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/869/765/GCA_022869765.1_ASM2286976v1,na,na,na,haploid,bacteria,3569929,3569929,47.500000,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2022-04-05,3323,3213,51,36792971
GCA_026127295.1,PRJNA558332,SAMN12436219,VOJH00000000.1,na,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803,na,latest,Scaffold,Major,Full,2022-11-10,ASM2612729v1,Helmholtz Centre for Environmental Research - UFZ,GCF_026127295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/127/295/GCA_026127295.1_ASM2612729v1,na,na,na,haploid,bacteria,3915690,3915395,47.500000,0,108,111,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2019-08-02,3753,3601,49,na
GCA_050408035.1,PRJNA1259202,SAMN48355820,na,na,1148,1148,Synechocystis sp. PCC 6803,strain=PCC 6803,na,latest,Complete Genome,Major,Full,2025-05-17,ASM5040803v1,HBNU,GCF_050408035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/408/035/GCA_050408035.1_ASM5040803v1,na,na,na,haploid,bacteria,3947019,3947019,47.500000,5,5,5,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2025-05-08,3749,3630,51,na
GCA_000023025.1,PRJNA30839,SAMN02603454,na,na,377629,2426,Teredinibacter turnerae T7901,strain=T7901,na,latest,Complete Genome,Major,Full,2009-06-15,ASM2302v1,J. Craig Venter Institute,GCF_000023025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/025/GCA_000023025.1_ASM2302v1,na,na,na,haploid,bacteria,5193164,5193164,51.000000,1,1,1,J. Craig Venter Institute,Annotation submitted by J. Craig Venter Institute,2014-01-31,4311,4255,54,19568419
GCA_000379165.1,PRJNA163003,SAMN02256427,ARAH00000000.1,na,1056820,2426,Teredinibacter turnerae T7902,strain=T7902,na,latest,Scaffold,Major,Full,2013-04-23,ASM37916v1,DOE Joint Genome Institute,GCF_000379165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/379/165/GCA_000379165.1_ASM37916v1,na,assembly from type material,na,haploid,bacteria,5387817,5383525,51.000000,0,72,76,na,na,,0,0,0,na
GCA_000025645.1,PRJNA33157,SAMN02598495,na,reference genome,580331,108150,Thermoanaerobacter italicus Ab9,strain=Ab9,na,latest,Complete Genome,Major,Full,2010-02-24,ASM2564v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/645/GCA_000025645.1_ASM2564v1,na,assembly from type material,na,haploid,bacteria,2451061,2451061,34.000000,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),2014-01-28,2478,2270,71,na
GCA_000022365.1,PRJNA33671,SAMN02603333,na,reference genome,593117,187878,Thermococcus gammatolerans EJ3,strain=EJ3; DSM 15229,na,latest,Complete Genome,Major,Full,2009-06-12,ASM2236v1,"IGM/ Universit Paris-Sud, France",GCF_000022365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/365/GCA_000022365.1_ASM2236v1,na,assembly from type material,na,haploid,archaea,2045438,2045438,53.500000,1,1,1,"IGM/ Universit Paris-Sud, France","Annotation submitted by IGM/ Universit Paris-Sud, France",2015-06-25,2211,2157,54,19558674
GCA_000018365.1,PRJNA20773,SAMN02603476,na,reference genome,523850,342948,Thermococcus onnurineus NA1,strain=NA1,na,latest,Complete Genome,Major,Full,2008-11-06,ASM1836v1,Korea Ocean Research & Development Institute,GCF_000018365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/365/GCA_000018365.1_ASM1836v1,na,assembly from type material,na,haploid,archaea,1847607,1847607,51.500000,1,1,1,Korea Ocean Research & Development Institute,Annotation submitted by Korea Ocean Research & Development Institute,2014-01-31,2027,1976,51,18790866
GCA_000022545.1,PRJNA34531,SAMN02603090,na,reference genome,604354,172049,Thermococcus sibiricus MM 739,strain=MM 739,na,latest,Complete Genome,Major,Full,2009-06-29,ASM2254v1,Centre,GCF_000022545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/545/GCA_000022545.1_ASM2254v1,na,assembly from type material,na,haploid,archaea,1845800,1845800,40.000000,1,1,1,Centre,Annotation submitted by Centre,2014-01-30,2108,2036,50,19447963
GCA_000195915.1,PRJNA110,SAMEA3138325,na,reference genome,273075,2303,Thermoplasma acidophilum DSM 1728,strain=DSM1728,na,latest,Complete Genome,Major,Full,2003-05-06,ASM19591v1,Max-Plank-Institute,GCF_000195915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/915/GCA_000195915.1_ASM19591v1,na,assembly from type material,na,haploid,archaea,1564906,1564906,46.000000,1,1,1,Max-Plank-Institute,Annotation submitted by Max-Plank-Institute,2015-03-04,1478,1478,0,11029001
GCA_000011185.1,PRJNA206,SAMD00061089,na,reference genome,273116,50339,Thermoplasma volcanium GSS1,strain=GSS1,na,latest,Complete Genome,Major,Full,2004-05-11,ASM1118v1,"National Institute of Advanced Industrial Science and Technology, Japan",GCF_000011185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/185/GCA_000011185.1_ASM1118v1,na,assembly from type material,na,haploid,archaea,1584804,1584804,40.000000,1,1,1,"National Institute of Advanced Industrial Science and Technology, Japan","Annotation submitted by National Institute of Advanced Industrial Science and Technology, Japan",2016-10-08,1526,1526,0,11121031
GCA_000021285.1,PRJNA27767,SAMN02603170,na,reference genome,484019,2421,Thermosipho africanus TCF52B,strain=TCF52B,na,latest,Complete Genome,Major,Full,2008-12-10,ASM2128v1,Dalhousie University,GCF_000021285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/285/GCA_000021285.1_ASM2128v1,na,na,na,haploid,bacteria,2016657,2016657,31.000000,1,1,1,Dalhousie University,Annotation submitted by Dalhousie University,2014-01-30,2043,1956,57,19124572
GCA_000016905.1,PRJNA17249,SAMN00623068,na,reference genome,391009,46541,Thermosipho melanesiensis BI429,strain=BI429,na,latest,Complete Genome,Major,Full,2007-06-26,ASM1690v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000016905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/905/GCA_000016905.1_ASM1690v1,na,assembly from type material,na,haploid,bacteria,1915238,1915238,31.500000,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),2012-01-09,1992,1879,65,19307556
GCA_000008545.1,PRJNA111,SAMN02603986,na,na,243274,2336,Thermotoga maritima MSB8,strain=MSB8,na,latest,Complete Genome,Major,Full,2001-01-09,ASM854v1,TIGR,GCF_000008545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/545/GCA_000008545.1_ASM854v1,na,assembly from type material,na,haploid,bacteria,1860725,1860725,46.000000,1,1,1,TIGR,Annotation submitted by TIGR,2014-01-31,1926,1846,49,10360571
GCA_000230655.3,PRJNA63051,SAMN02261406,na,reference genome,243274,2336,Thermotoga maritima MSB8,strain=MSB8,na,latest,Complete Genome,Major,Full,2013-12-20,ASM23065v3,JGI,GCF_000230655.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/655/GCA_000230655.3_ASM23065v3,na,assembly from type material,na,haploid,bacteria,1869644,1869644,46.000000,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2013-12-19,1930,1871,50,na
GCA_000390265.1,PRJNA185601,SAMN01919351,na,na,243274,2336,Thermotoga maritima MSB8,strain=MSB8,na,latest,Complete Genome,Major,Full,2013-05-13,ASM39026v1,University of California San Diego,GCF_000390265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/265/GCA_000390265.1_ASM39026v1,na,assembly from type material,na,haploid,bacteria,1869612,1869612,46.000000,1,1,1,University of California San Diego,Annotation submitted by University of California San Diego,2013-12-11,1946,1891,53,23637642
GCA_000978555.1,PRJNA279291,SAMN03437642,na,na,243274,2336,Thermotoga maritima MSB8,strain=MSB8,na,latest,Complete Genome,Major,Full,2015-04-22,ASM97855v1,"University of Nebraska, Lincoln",GCF_000978555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/555/GCA_000978555.1_ASM97855v1,na,assembly from type material,na,haploid,bacteria,1869610,1869610,46.000000,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2015-03-25,1928,1873,50,29959252
GCA_000018945.1,PRJNA21023,SAMN02603251,na,reference genome,309803,2337,Thermotoga neapolitana DSM 4359,strain=DSM 4359,na,latest,Complete Genome,Major,Full,2009-01-27,ASM1894v1,Genotech Corp.,GCF_000018945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/945/GCA_000018945.1_ASM1894v1,na,assembly from type material,na,haploid,bacteria,1884562,1884562,47.000000,1,1,1,Genotech Corp.,Annotation submitted by Genotech Corp.,2014-01-30,1988,1937,51,19129632
GCA_049244645.1,PRJNA12534,SAMN30712144,na,na,309803,2337,Thermotoga neapolitana DSM 4359,strain=DSM 4359,na,latest,Complete Genome,Major,Full,2025-04-02,ASM4924464v1,TIGR,GCF_049244645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/244/645/GCA_049244645.1_ASM4924464v1,na,assembly from type material,na,haploid,bacteria,1884540,1884540,47.000000,1,1,1,TIGR,Annotation submitted by TIGR,2025-04-02,1953,1891,55,na
GCA_000019625.1,PRJNA19543,SAMN00000279,na,na,126740,126740,Thermotoga sp. RQ2,strain=RQ2,na,latest,Complete Genome,Major,Full,2008-03-18,ASM1962v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000019625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/625/GCA_000019625.1_ASM1962v1,na,na,na,haploid,bacteria,1877693,1877693,46.000000,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),2013-12-11,1905,1819,52,21952543
GCA_001399775.1,PRJNA274060,SAMN02441811,na,reference genome,498848,271,Thermus aquaticus Y51MC23,strain=Y51MC23,na,latest,Complete Genome,Major,Full,2015-10-19,ASM139977v1,Lucigen Corp.,GCF_001399775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/399/775/GCA_001399775.1_ASM139977v1,na,na,na,haploid,bacteria,2338641,2338641,68.000000,5,5,5,Lucigen Corp.,Annotation submitted by Lucigen Corp.,2015-10-19,2574,2519,55,na
GCA_000008125.1,PRJNA10617,SAMN02603291,na,na,262724,274,Thermus thermophilus HB27,strain=HB27,na,latest,Complete Genome,Major,Full,2004-04-05,ASM812v1,Gottingen Genomics Laboratory,GCF_000008125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/125/GCA_000008125.1_ASM812v1,na,na,na,haploid,bacteria,2127482,2127482,69.500000,2,2,2,Gottingen Genomics Laboratory,Annotation submitted by Gottingen Genomics Laboratory,2016-07-26,2263,2210,53,15064768
GCA_031298055.1,PRJNA1004676,SAMN37067412,na,na,262724,274,Thermus thermophilus HB27,strain=HB27,na,latest,Complete Genome,Major,Full,2023-09-08,ASM3129805v1,Skolkovo Institute of Science and Technology,GCF_031298055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/298/055/GCA_031298055.1_ASM3129805v1,na,na,na,haploid,bacteria,2143732,2143732,69.500000,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2023-08-22,2301,2198,56,na
GCA_001530125.1,PRJNA284683,SAMN03731048,LDUG00000000.1,na,36861,36861,Thiobacillus denitrificans,strain=RG,na,latest,Scaffold,Major,Full,2016-01-22,ASM153012v1,University of Cincinnati,GCF_001530125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/530/125/GCA_001530125.1_ASM153012v1,na,na,na,haploid,bacteria,3293652,3288515,63.000000,0,86,120,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2015-06-01,3308,3076,47,26712544
GCA_002328085.1,PRJNA348753,SAMN06455572,DCWD00000000.1,na,36861,36861,Thiobacillus denitrificans,na,UBA2171,latest,Scaffold,Major,Full,2017-09-21,ASM232808v1,University of Queensland,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/328/085/GCA_002328085.1_ASM232808v1,annotation fails MAG completeness check; derived from metagenome,na,na,haploid,bacteria,3189340,3188869,67.500000,0,7,12,na,na,,0,0,0,28894102
GCA_002343685.1,PRJNA348753,SAMN06453076,DDRS00000000.1,na,36861,36861,Thiobacillus denitrificans,na,UBA2410,latest,Scaffold,Major,Full,2017-09-22,ASM234368v1,University of Queensland,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/343/685/GCA_002343685.1_ASM234368v1,unverified source organism; derived from metagenome,na,na,haploid,bacteria,3203029,3197498,62.500000,0,44,74,na,na,,0,0,0,28894102
GCA_002403375.1,PRJNA348753,SAMN06455743,DHHQ00000000.1,na,36861,36861,Thiobacillus denitrificans,na,UBA4768,latest,Scaffold,Major,Full,2017-09-28,ASM240337v1,University of Queensland,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/403/375/GCA_002403375.1_ASM240337v1,annotation fails MAG completeness check; derived from metagenome,na,na,haploid,bacteria,2968347,2967393,68.000000,0,27,38,na,na,,0,0,0,28894102
GCA_002424845.1,PRJNA348753,SAMN06456202,DILD00000000.1,na,36861,36861,Thiobacillus denitrificans,na,UBA5601,latest,Scaffold,Major,Full,2017-10-04,ASM242484v1,University of Queensland,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/424/845/GCA_002424845.1_ASM242484v1,annotation fails MAG completeness check; derived from metagenome,na,na,haploid,bacteria,2022865,2019113,61.000000,0,97,150,na,na,,0,0,0,28894102
GCA_020621935.1,PRJNA678222,SAMN19844623,JAHRYX000000000.1,na,36861,36861,Thiobacillus denitrificans,na,AG14,latest,Scaffold,Major,Full,2021-10-26,ASM2062193v1,University of Tuebingen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/621/935/GCA_020621935.1_ASM2062193v1,annotation fails MAG completeness check; derived from metagenome,na,na,haploid,bacteria,2540209,2540070,63.500000,0,14,17,na,na,,0,0,0,na
GCA_020723405.1,PRJNA767587,SAMN22209382,DYIY00000000.1,na,36861,36861,Thiobacillus denitrificans,na,FI88_66_23,latest,Scaffold,Major,Full,2021-11-02,ASM2072340v1,University Duisburg-Essen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/723/405/GCA_020723405.1_ASM2072340v1,derived from metagenome,na,na,haploid,bacteria,4154183,4153563,66.000000,0,42,50,na,na,,0,0,0,na
GCA_020725005.1,PRJNA767587,SAMN22209278,DYFW00000000.1,na,36861,36861,Thiobacillus denitrificans,na,BE2011_67_24,latest,Scaffold,Major,Full,2021-11-02,ASM2072500v1,University Duisburg-Essen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/725/005/GCA_020725005.1_ASM2072500v1,annotation fails MAG completeness check; derived from metagenome,na,na,haploid,bacteria,3257729,3255106,67.000000,0,388,423,na,na,,0,0,0,na
GCA_048497815.1,PRJNA1064647,SAMN39439643,JBHJMV000000000.1,na,36861,36861,Thiobacillus denitrificans,na,bin.G1.7,latest,Contig,Major,Full,2025-03-07,ASM4849781v1,Guangdong Academy of Sciences,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/497/815/GCA_048497815.1_ASM4849781v1,derived from metagenome; fragmented assembly,na,na,haploid,bacteria,1863978,1863978,64.000000,0,474,474,na,na,,0,0,0,na
GCA_000023065.1,PRJNA33873,SAMN02598508,na,reference genome,595494,43948,Tolumonas auensis DSM 9187,strain=DSM 9187,na,latest,Complete Genome,Major,Full,2009-05-13,ASM2306v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000023065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/065/GCA_000023065.1_ASM2306v1,na,assembly from type material,na,haploid,bacteria,3471292,3471292,49.000000,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),2014-01-28,3292,3130,120,22180815
GCA_000014265.1,PRJNA318,SAMN02598485,na,reference genome,203124,1206,Trichodesmium erythraeum IMS101,strain=IMS101,na,latest,Complete Genome,Major,Full,2006-07-06,ASM1426v1,DOE Joint Genome Institute,GCF_000014265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/265/GCA_000014265.1_ASM1426v1,na,na,na,haploid,bacteria,7750108,7750108,34.000000,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2024-05-10,5124,4451,48,25831533
GCA_000007485.1,PRJNA95,SAMN02603248,na,na,203267,2039,Tropheryma whipplei str. Twist,strain=Twist,na,latest,Complete Genome,Major,Full,2003-02-24,ASM748v1,Genoscope,GCF_000007485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/485/GCA_000007485.1_ASM748v1,na,assembly from type material,na,haploid,bacteria,927303,927303,46.500000,1,1,1,Genoscope,Annotation submitted by Genoscope,2014-01-30,862,808,54,12902375
GCA_000196095.1,PRJNA360,SAMD00058707,na,reference genome,223926,670,Vibrio parahaemolyticus RIMD 2210633,strain=O3:K6 substr. RIMD 2210633,na,latest,Complete Genome,Major,Full,2004-05-11,ASM19609v1,Osaka Univ.,GCF_000196095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/095/GCA_000196095.1_ASM19609v1,na,na,na,haploid,bacteria,5165770,5165770,45.500000,2,2,2,Osaka Univ.,Annotation submitted by Osaka Univ.,2016-08-26,4991,4832,159,10834969;12620739
GCA_000039765.1,PRJNA349,SAMN02603130,na,na,216895,672,Vibrio vulnificus CMCP6,strain=CMCP6,na,latest,Complete Genome,Major,Full,2011-01-25,ASM3976v1,Chonnam Univ.,GCF_000039765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/039/765/GCA_000039765.1_ASM3976v1,na,na,na,haploid,bacteria,5126696,5126696,46.500000,2,2,2,Chonnam Univ.,Annotation submitted by Chonnam Univ.,2014-01-30,4572,4433,139,14500463;21245845
GCA_963860035.1,PRJEB71012,SAMEA115016915,CAWLFB000000000.1,na,216895,672,Vibrio vulnificus CMCP6,na,ena-yuan-GCF_000039765.1,latest,Contig,Major,Full,2024-03-04,ena-yuan-GCF_000039765.1,Nanjing Agriculture University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/860/035/GCA_963860035.1_ena-yuan-GCF_000039765.1,from large multi-isolate project,na,na,haploid,bacteria,5126696,5126696,46.500000,0,2,2,na,na,,0,0,0,na
GCA_000007145.1,PRJNA296,SAMN02603845,na,na,190485,339,Xanthomonas campestris pv. campestris str. ATCC 33913,strain=ATCC 33913,na,latest,Complete Genome,Major,Full,2002-05-24,ASM714v1,Sao Paulo state (Brazil) Consortium,GCF_000007145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/145/GCA_000007145.1_ASM714v1,na,assembly from type material,na,haploid,bacteria,5076188,5076188,65.000000,1,1,1,Sao Paulo state (Brazil) Consortium,Annotation submitted by Sao Paulo state (Brazil) Consortium,2014-01-31,4242,4181,61,12024217
GCA_000006725.1,PRJNA271,SAMN02603773,na,na,160492,2371,Xylella fastidiosa 9a5c,strain=9a5c,na,latest,Complete Genome,Major,Full,2001-01-09,ASM672v1,Sao Paulo state (Brazil) Consortium,GCF_000006725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/725/GCA_000006725.1_ASM672v1,na,na,na,haploid,bacteria,2731750,2731750,52.500000,3,3,3,Sao Paulo state (Brazil) Consortium,Annotation submitted by Sao Paulo state (Brazil) Consortium,2016-07-26,2905,2832,56,10910347
